Country,City,lng,lat
Philippines,Margosatubig,123.1659,7.5783
Russian Federation,Kotelnich,48.3181,58.3078
Russian Federation,Krasnodar,38.9667,45.0333
Russian Federation,Krasnogorsk,37.3386,55.8217
Russian Federation,Krasnogorsk,142.0869,48.4172
Russian Federation,Krasnokamsk,55.6833,58.0833
Norway,Kristiansand,7.9972,58.1472
Russian Federation,Kurtamysh,64.4333,54.9167
Belgium,Kuurne,3.2861,50.8519
France,La Madeleine,3.071,50.6558
Mexico,La Piedad,-102.0167,20.3333
,Ladispoli,12.0742,41.9544
Portugal,Marinha Grande,-8.9333,39.75
Morocco,Martil,-5.2667,35.6167
Indonesia,Mataram,116.1167,-8.5833
China,Matou,116.1063,39.5503
United States of America,Matteson,-87.7468,41.5095
Brazil,Medeiros Neto,-40.2208,-17.3739
Italy,Melegnano,9.3238,45.3588
Germany,Dreieich,8.7,50.0
United Kingdom of Great Britain and Northern Ireland,Dronfield,-1.4664,53.3024
India,Dumjor,88.22,22.64
Hungary,Dunaharaszti,19.0948,47.3539
United Kingdom of Great Britain and Northern Ireland,East Grinstead,-0.0,51.13
United Kingdom of Great Britain and Northern Ireland,Ebbw Vale,-3.21,51.78
United States of America,Ecorse,-83.1399,42.2489
Ecuador,El Carmen,-88.9,13.7167
Ecuador,El Carmen,-88.0,13.35
Ecuador,El Carmen,-73.4508,8.5128
Guatemala,El Quetzal,-91.8167,14.7667
United States of America,Elko,-115.7678,40.8381
Germany,Elmshorn,9.6511,53.7519
United States of America,Enumclaw,-121.9897,47.2018
Mongolia,Erdenet,104.0444,49.0278
Turkey,Erzurum,41.2769,39.9086
Kazakhstan,Esik,77.4667,43.35
Brazil,Esperantina,-42.2339,-3.9019
Brazil,Esperantina,-48.5108,-5.3428
Belgium,Essen,7.0131,51.4508
Belgium,Essen,4.4667,51.4667
Spain,Estepa,-4.8792,37.2917
Italy,Fabriano,12.9167,43.3333
United States of America,Fairview Heights,-90.0053,38.5974
Pakistan,Faisalabad,73.0911,31.4167
United States of America,Falls Church,-77.1751,38.8847
United Kingdom of Great Britain and Northern Ireland,Falmouth,-5.07,50.15
United Kingdom of Great Britain and Northern Ireland,Falmouth,-77.661,18.49
United Kingdom of Great Britain and Northern Ireland,Falmouth,-70.5912,41.5913
United Kingdom of Great Britain and Northern Ireland,Falmouth,-70.2827,43.7476
France,Fameck,6.1097,49.2992
Italy,Fano,13.0167,43.8333
Germany,Fellbach,9.2758,48.8086
Malta,Fgura,14.5228,35.8725
India,Forbesganj,87.265,26.3
Italy,Forlimpopoli,12.1333,44.1833
Argentina,Formosa,-58.1833,-26.1833
Argentina,Formosa,-47.3339,-15.5369
United States of America,Fort Atkinson,-88.8442,42.9253
United States of America,Fort Morgan,-103.7903,40.2537
Rwanda,Gisenyi,29.25,-1.7
United States of America,Gladeview,-80.2368,25.8395
Netherlands,Gorinchem,4.9742,51.8306
France,Goussainville,2.4747,49.0325
United States of America,Grand Junction,-108.5673,39.0877
France,Grasse,6.9167,43.6667
United States of America,Greeneville,-82.8197,36.168
United States of America,Greenwood Village,-104.9131,39.6153
Ecuador,Guaranda,-79.0,-1.6
Ecuador,Guaranda,-74.5367,8.4672
Portugal,Guarda,-7.3333,40.5333
Italy,Guastalla,10.6667,44.9167
China,Guiyang,106.7078,26.5794
Germany,Gummersbach,7.5667,51.0333
Germany,Hille,8.75,52.3331
Haiti,Hinche,-72.0167,19.15
United States of America,Hollins,-79.9534,37.3434
Germany,Homburg,7.3333,49.3167
United States of America,Hot Springs,-93.0501,34.4892
China,Huadian,126.7478,42.9633
Mexico,Huatusco,-96.9661,19.1489
China,Huinan,126.2614,42.6229
China,Huizhou,114.4152,23.1115
Germany,Husum,9.05,54.4667
Netherlands,Geldermalsen,5.2833,51.8833
Romania,Gheorgheni,25.59,46.72
India,Gwalior,78.178,26.2215
United States of America,Hallandale Beach,-80.1423,25.9854
Sweden,Halmstad,12.8572,56.6739
Germany,Hameln,9.3667,52.1
Germany,Hamminkeln,6.5908,51.7319
Hungary,Hatvan,19.6697,47.6681
United States of America,Havelock,-76.8987,34.9078
United States of America,Healdsburg,-122.8651,38.6224
Germany,Herrenberg,8.8708,48.5967
United States of America,Hialeah,-80.3045,25.8696
Brazil,Fortaleza,-38.5275,-3.7275
United States of America,Frisco,-96.8216,33.156
Japan,Furukawa,137.1862,36.2381
Botswana,Gabane,25.7833,-24.6667
Colombia,Garagoa,-73.3667,5.0833
United States of America,Gardner,-94.9275,38.8122
United States of America,Gardner,-71.9868,42.5845
United States of America,Middleburg Heights,-81.815,41.3696
Poland,Mielec,21.4333,50.2833
Spain,Mieres,-5.7767,43.2508
Russian Federation,Mikhaylovka,43.25,50.0667
Russian Federation,Mikhaylovka,132.0061,43.9283
United Republic of Tanzania,Mikumi,36.9722,-7.4072
Ecuador,Milagro,-79.5872,-2.1347
United States of America,Millcreek,-111.8292,40.6892
United States of America,Millcreek,-80.1194,42.0859
United States of America,Milledgeville,-83.2414,33.0874
Botswana,Mogoditshane,25.8667,-24.6333
Sri Lanka,Monaragala,81.3373,6.8726
Guatemala,Monjas,-89.8723,14.501
United States of America,Montebello,-118.1108,34.0155
Brazil,Monteiro,-37.12,-7.8889
France,Montgeron,2.4605,48.7039
Nigeria,Mubi,13.2606,10.2604
Burundi,Muramvya,29.6,-3.25
United States of America,Muscle Shoals,-87.6343,34.7432
India,Nainpur,80.12,22.43
Japan,Nakatsugawa,137.5006,35.4876
Pakistan,Nankana Sahib,73.7067,31.45
United States of America,Narragansett,-71.4668,41.4291
China,Nehe,124.8738,48.48
United States of America,Nesconset,-73.1522,40.8467
Germany,Netphen,8.1,50.9147
,Nettuno,12.6667,41.4667
United States of America,New Haven,-72.9246,41.3113
United States of America,New Haven,-85.0174,41.0676
United States of America,New Iberia,-91.8202,30.0049
United Kingdom of Great Britain and Northern Ireland,Newport,-2.9978,51.5886
United Kingdom of Great Britain and Northern Ireland,Newport,-84.4868,39.0856
United Kingdom of Great Britain and Northern Ireland,Newport,-2.3787,52.7691
United Kingdom of Great Britain and Northern Ireland,Newport,-71.3203,41.4801
United Kingdom of Great Britain and Northern Ireland,Newport,-1.2883,50.701
United Kingdom of Great Britain and Northern Ireland,Newport,-124.0513,44.6242
United Republic of Tanzania,Ngara,30.6558,-2.5122
United Republic of Tanzania,Ngorongoro,35.52,-3.2496
Russian Federation,Nikel,30.2206,69.4081
France,Niort,-0.4606,46.3258
Russian Federation,Nizhniy Lomov,43.6667,53.5167
Turkey,Nizip,37.7972,37.01
Italy,Noci,17.1333,40.8
Thailand,Phuket,98.3975,7.8881
India,Phulera,75.23,26.87
United States of America,Pickerington,-82.7678,39.889
China,Pingyi,117.62,35.5104
Italy,Poggibonsi,11.15,43.4667
Brazil,Pojuca,-38.2433,-12.3659
Italy,Pontinia,13.0443,41.4083
Brazil,Porangatu,-49.1489,-13.4408
Jamaica,Port Antonio,-76.4503,18.1757
Canada,Powell River,-124.5247,49.8353
Brazil,Presidente Bernardes,-51.5531,-22.0061
Russian Federation,Privolzhsk,41.2861,57.3825
Germany,Puchheim,11.35,48.15
,Puebloviejo,-74.2875,10.9972
Chile,Punta Arenas,-70.9333,-53.1667
Indonesia,Purwakarta,107.4472,-6.5533
Belgium,Quaregnon,3.8667,50.4333
Italy,Quartucciu,9.1762,39.2529
Brazil,Quatis,-44.2578,-22.4069
Poland,Radomsko,19.45,51.0667
United States of America,Olive Branch,-89.8469,34.961
Russian Federation,Onega,38.0833,63.9167
Switzerland,Opfikon,8.5667,47.4333
United States of America,Oregon City,-122.5924,45.3418
United States of America,Ormond Beach,-81.1014,29.2985
Germany,Oschatz,13.1072,51.3003
Belgium,Overpelt,5.4167,51.2167
Italy,Ozieri,9.0033,40.5849
Uganda,Paidha,30.9875,2.4167
Thailand,Pakxan,103.6558,18.3964
Indonesia,Palembang,104.7556,-2.9861
United States of America,Paradise Valley,-111.9595,33.5434
Brazil,Paraibano,-43.9839,-6.4328
Bolivia (Plurinational State of),Patacamaya,-67.9167,-17.2333
United States of America,Patchogue,-73.0185,40.7621
Russian Federation,Pavlovo,43.0667,55.9667
United States of America,Pearland,-95.3218,29.5581
Italy,Pergine Valsugana,11.2333,46.0667
France,Pertuis,5.5036,43.695
Brazil,Petrolina,-40.5078,-9.3928
Russian Federation,Petushki,39.4667,55.9333
Germany,Pfullendorf,9.2567,47.9242
South Africa,Phalaborwa,31.1167,-23.9333
Netherlands,Dordrecht,4.6783,51.7958
Romania,Dorohoi,26.3997,47.9597
United States of America,Dracut,-71.301,42.6832
India,Dumka,87.34,24.42
Russian Federation,Dyurtyuli,54.8667,55.4833
United States of America,East Islip,-73.1869,40.7257
United States of America,East Rockaway,-73.6672,40.6432
Germany,Eberbach,8.9833,49.4667
Germany,Eichenzell,9.6961,50.4934
Dominican Republic,El Seibo,-69.042,18.763
Turkey,Elbistan,37.1883,38.2014
Kenya,Eldama Ravine,35.7167,0.05
Brazil,Elias Fausto,-47.3739,-23.0428
Norway,Elverum,11.5623,60.8819
Mexico,Empalme,-110.8125,27.9617
Netherlands,Enschede,6.9,52.2167
Germany,Erbach,8.9931,49.6569
Germany,Erbach,9.8878,48.3281
Germany,Erkelenz,6.3167,51.0833
United States of America,Erlanger,-84.5864,39.0109
Portugal,Esmoriz,-8.627,40.955
United States of America,Fernandina Beach,-81.4511,30.6571
United States of America,Finneytown,-84.5144,39.2159
,Fiumicino,12.2333,41.7667
United States of America,Florham Park,-74.3953,40.7773
Germany,Forchheim,11.0581,49.7197
United Kingdom of Great Britain and Northern Ireland,Fraserburgh,-2.005,57.693
Côte d'Ivoire,Gagnoa,-5.9333,6.1333
Brazil,Garanhuns,-36.4928,-8.8903
Italy,Garbagnate Milanese,9.0814,45.5771
United States of America,Garden Acres,-121.2296,37.9637
Democratic Republic of the Congo,Gbadolite,21.0,4.275
Rwanda,Gikongoro,29.5814,-2.4697
United Kingdom of Great Britain and Northern Ireland,Gillingham,0.55,51.385
United Kingdom of Great Britain and Northern Ireland,Gillingham,-2.2748,51.0375
Brazil,Piracanjuba,-49.0178,-17.3028
United States of America,Plattsburgh,-73.4563,44.6951
Pakistan,Khushab,72.3508,32.2986
Germany,Kiel,10.1394,54.3233
Rwanda,Kigali,30.0606,-1.9536
Russian Federation,Kimry,37.35,56.8667
Ghana,Kintampo,-1.7347,8.0522
Hungary,Kiskunhalas,19.4883,46.4319
Uganda,Kitgum,32.8778,3.2889
India,Kodala,84.9408,19.6243
Slovenia,Koper,13.7333,45.55
India,Koratla,78.7119,18.8215
Belgium,Kortenberg,4.5333,50.8833
India,Kosgi,77.7193,16.9839
Russian Federation,Krasnogvardeyskoye,41.5167,45.85
Russian Federation,Krasnogvardeyskoye,39.5725,45.1278
Russian Federation,Kudymkar,54.6667,59.0167
India,Kukshi,74.7579,22.2068
Myanmar,Labutta,94.7611,16.1467
United States of America,Lake Havasu City,-114.3113,34.5006
United States of America,Laramie,-105.6085,41.3099
Brazil,Laranjal Paulista,-47.8657,-23.0118
France,Lattes,3.9021,43.5678
France,Laxou,6.1522,48.6856
Mauritius,Le Hochet,57.5211,-20.135
Italy,Legnago,11.3115,45.1929
United Kingdom of Great Britain and Northern Ireland,Leighton Buzzard,-0.6617,51.9165
Austria,Leoben,15.0972,47.3817
Indonesia,Leuwiliang,106.632,-6.5742
United States of America,Lino Lakes,-93.083,45.1679
Brazil,Lins,-49.7425,-21.6786
Brazil,Londrina,-51.1628,-23.31
France,Longuenesse,2.2372,50.7356
United States of America,Los Angeles,-118.4068,34.1141
Spain,Los Barrios,-5.4833,36.1833
United Kingdom of Great Britain and Northern Ireland,Luton,-0.4147,51.8783
Brazil,Macatuba,-48.7114,-22.5022
Italy,Macerata,13.4533,43.3003
China,Shenzhen,114.054,22.535
China,Shihezi,86.0804,44.3054
United States of America,Sierra Madre,-118.0504,34.1687
United States of America,Sierra Vista,-110.3153,31.563
Latvia,Sigulda,24.8667,57.15
United States of America,Siloam Springs,-94.5315,36.1844
Colombia,Soacha,-74.2214,4.5872
United States of America,Sacramento,-121.4685,38.5677
United States of America,Sacramento,-47.44,-19.865
United Kingdom of Great Britain and Northern Ireland,Saint Albans,-0.336,51.755
United Kingdom of Great Britain and Northern Ireland,Saint Andrews,-2.7955,56.3404
Italy,Recco,9.15,44.3667
Germany,Rehau,12.0167,50.25
United States of America,Reynoldsburg,-82.7943,39.9588
Italy,Ribera,13.265,37.4994
United States of America,Richland,-119.2939,46.2824
United States of America,Richland,-75.3362,40.449
United States of America,Richland,-78.8449,40.2842
United States of America,Richland,-79.9579,40.644
Germany,Riegelsberg,6.9375,49.2942
Germany,Riesa,13.2939,51.3081
Denmark,Ringsted,11.79,55.4425
Mexico,Rio Grande,-52.0986,-32.035
Nicaragua,Rivas,-85.8286,11.4386
France,Ronchin,3.0878,50.6047
France,Roncq,3.1203,50.7536
United Kingdom of Great Britain and Northern Ireland,Rugby,-1.26,52.37
United Kingdom of Great Britain and Northern Ireland,Rugeley,-1.9388,52.7599
Mexico,Salamanca,-101.1972,20.5703
Mexico,Salamanca,-5.6642,40.965
Mexico,Salamanca,-70.9667,-31.7667
Russian Federation,Salekhard,66.6333,66.5333
Uzbekistan,Samarkand,66.9758,39.6547
United States of America,Daphne,-87.8816,30.6263
India,Datia,78.47,25.67
United States of America,Deerfield,-87.8516,42.1654
Germany,Demmin,13.0439,53.905
Pakistan,Dera Ismail Khan,70.9019,31.8314
India,Devanhalli,77.7,13.23
Senegal,Diourbel,-16.2314,14.655
Japan,Sasaguri,130.5262,33.6239
Germany,Schenefeld,9.8233,53.6028
United States of America,Sebastian,-80.4819,27.7822
Peru,Sechura,-80.8223,-5.5576
South Africa,Secunda,29.2028,-26.5161
Germany,Sehnde,9.9642,52.3161
Republic of Korea,Seoul,126.99,37.56
Italy,Sesto Calende,8.6333,45.7333
Japan,Seto,137.0842,35.2236
France,Woippy,6.1514,49.1511
United States of America,Wood River,-90.0774,38.8631
Cameroon,Wum,10.0667,6.3833
Azerbaijan,Xudat,48.6828,41.6281
Ukraine,Yahotyn,31.7817,50.2569
Burkina Faso,Yako,-2.2667,12.9667
United States of America,West Haverstraw,-73.9884,41.2063
United States of America,West Point,-112.0995,41.122
United States of America,West Point,-88.6572,33.6064
United States of America,Western Springs,-87.9006,41.8023
United States of America,Westford,-71.4401,42.5864
United States of America,Williamsburg,-76.7076,37.2693
United States of America,Winter Haven,-81.7014,28.0118
United States of America,Wisconsin Rapids,-89.8265,44.3927
United States of America,Michigan City,-86.869,41.7092
United States of America,Middletown,-74.4236,41.4459
United States of America,Middletown,-84.3659,39.5033
United States of America,Middletown,-74.082,40.3892
United States of America,Middletown,-72.6549,41.5476
United States of America,Middletown,-74.9059,40.179
United States of America,Middletown,-75.7183,39.445
United States of America,Middletown,-71.2769,41.5175
United States of America,Middletown,-75.4311,39.9094
United States of America,Middletown,-85.5214,38.241
United States of America,Middletown,-76.7289,40.201
Japan,Mihara,133.0833,34.4
United States of America,Milford Mill,-76.7668,39.3444
Cabo Verde,Mindelo,-24.988,16.886
Japan,Minokamo,137.0157,35.4402
India,Mirganj,84.364,26.3638
Dominican Republic,Moca,-70.5167,19.3833
Italy,Modugno,16.7833,41.0833
Russian Federation,Mogocha,119.7667,53.7333
Spain,Moncada,120.5725,15.7331
Spain,Moncada,2.1879,41.4867
Spain,Moncada,-0.3956,39.5456
Italy,Monfalcone,13.5333,45.8
Mexico,Montemorelos,-99.8267,25.1872
United States of America,Moorhead,-96.7461,46.8673
Madagascar,Morondava,44.3175,-20.2847
Italy,Mortara,8.75,45.25
United States of America,Moses Lake,-119.2759,47.1279
United Republic of Tanzania,Moshi,37.3404,-3.3349
Czechia,Most,13.6367,50.5031
India,Mulgund,75.5213,15.2807
United States of America,Mundelein,-88.0102,42.2693
Japan,Nagahama,136.2833,35.3833
Kenya,Naivasha,36.4333,-0.7167
Thailand,Nakhon Sawan,100.1353,15.7133
Uzbekistan,Namangan,71.6683,41.0011
Mozambique,Nampula,39.2667,-15.1167
Japan,Narita,140.3183,35.7767
United States of America,Natchez,-91.3867,31.5437
Argentina,Necochea,-58.7333,-38.55
Czechia,Neratovice,14.5177,50.2593
Israel,Nesher,35.0394,32.7711
Germany,Neuenkirchen,7.3689,52.2411
Germany,Neuenkirchen,8.0667,52.5167
Germany,Neuss,6.7,51.2
United States of America,New Port Richey,-82.717,28.2468
India,Nilakkottai,77.87,10.17
Nigeria,Nkpor,6.8333,6.15
Italy,Nocera Superiore,14.6722,40.7417
Italy,Noicattaro,16.9833,41.0333
France,Noisiel,2.6289,48.8547
United States of America,North Fort Myers,-81.8485,26.7244
United States of America,North Tonawanda,-78.8659,43.0457
Mauritania,Nouadhibou,-17.0333,20.9333
Russian Federation,Novouralsk,60.0833,57.25
France,Noyon,2.9989,49.5811
Russian Federation,Nurlat,50.8,54.4333
Denmark,Nuuk,-51.6942,64.1814
United States of America,Oak Creek,-87.9009,42.8803
Japan,Ojiya,138.7951,37.3144
Ukraine,Okhtyrka,34.9016,50.3074
United States of America,Old Saybrook,-72.3857,41.3017
India,Nattam,78.231,10.2249
United States of America,Collinsville,-90.0063,38.677
France,Colombes,2.2522,48.9236
Peru,Concepcion,120.6554,15.3249
Peru,Concepcion,123.1,11.2
Peru,Concepcion,123.6,8.4167
Brazil,Contagem,-44.0539,-19.9319
United States of America,Coral Gables,-80.2715,25.7037
Canada,Corner Brook,-57.926,48.9287
United States of America,Coronado,-117.1604,32.6649
Brazil,Coronel Fabriciano,-42.6289,-19.5189
United States of America,Corvallis,-123.2779,44.5698
Italy,Cosenza,16.25,39.3
United States of America,Country Club Hills,-87.7251,41.5636
United States of America,Crest Hill,-88.1124,41.5723
United States of America,Crestwood,-90.3783,38.5569
United States of America,Crestwood,-87.7397,41.6454
France,Creutzwald,6.6958,49.2053
Cuba,Cueto,-75.9317,20.6481
Spain,Daimiel,-3.6167,39.0833
United Kingdom of Great Britain and Northern Ireland,Blackpool,-3.0503,53.8142
Russian Federation,Blagodarnyy,43.45,45.1
Brazil,Boa Viagem,-39.7319,-5.1278
Republic of North Macedonia,Bogovinje,20.9133,41.9233
India,Bolpur,87.72,23.67
Chad,Bousso,16.7161,10.4825
Germany,Brackenheim,9.0667,49.0833
Italy,Brescia,10.2203,45.5389
United States of America,Brockton,-71.0242,42.0821
United States of America,Brockton,-81.2167,44.1667
United States of America,Brooklyn Park,-93.3505,45.1112
United States of America,Brooklyn Park,-76.6174,39.217
United States of America,Brookside,-75.7152,39.6665
Russian Federation,Buy,41.5333,58.4833
Guinea-Bissau,Cacheu,-16.1667,12.2667
Brazil,Cafarnaum,-41.4678,-11.6939
Canada,Campbell River,-125.2475,50.0244
Brazil,Campestre,-46.2458,-21.7108
Brazil,Campina Grande,-35.8811,-7.2306
Brazil,Campos Altos,-46.1708,-19.6958
Brazil,Cantagalo,-42.3678,-21.9808
Brazil,Cantagalo,-52.1258,-25.3739
Spain,Carmona,121.05,14.3167
Spain,Carmona,-5.6333,37.4667
United States of America,Carney,-76.5235,39.405
United States of America,Carrollton,-96.8999,32.989
United States of America,Carrollton,-85.0838,33.5818
,Carteret,-74.2284,40.5849
Mexico,Catemaco,-95.1167,18.4167
United States of America,Daytona Beach,-81.0982,29.1995
India,Devarkonda,78.9207,16.6919
Armenia,Dilijan,44.8631,40.7408
Russian Federation,Divnoye,43.3558,45.9072
Thailand,Dok Kham Tai,99.9926,19.162
United States of America,Chaska,-93.6091,44.8164
United Kingdom of Great Britain and Northern Ireland,Chatham,-82.1324,42.4229
United Kingdom of Great Britain and Northern Ireland,Chatham,0.52,51.37
United Kingdom of Great Britain and Northern Ireland,Chatham,-89.6934,39.6733
United Kingdom of Great Britain and Northern Ireland,Chatham,-74.4289,40.7274
France,Chauny,3.2192,49.6156
Russian Federation,Chegem Vtoroy,43.5833,43.5667
China,Chengde,117.93,40.9604
Russian Federation,Chernigovka,132.5689,44.3406
Nicaragua,Chichigalpa,-87.0267,12.5722
Mexico,Chichihualco,-99.674,17.655
Mexico,Chicoloapan,-98.9,19.4167
United States of America,Chubbuck,-112.4623,42.9263
United States of America,Clarksburg,-77.2659,39.2246
United States of America,Clarksburg,-80.3232,39.2862
United States of America,Clarksdale,-90.5693,34.1933
Philippines,Claveria,124.8947,8.61
Philippines,Claveria,123.2457,12.9035
Philippines,Claveria,125.7328,9.5742
Philippines,Claveria,121.0822,18.6061
China,Dongning,131.1187,44.0608
Austria,Dornbirn,9.75,47.4167
Germany,Dorsten,6.9642,51.66
Germany,Dortmund,7.4667,51.5167
Belgium,Dour,3.7807,50.3979
United Arab Emirates,Dubai,55.2972,25.2631
United States of America,East Point,-84.4701,33.6696
Canada,Edmundston,-68.3253,47.3765
Albania,Elbasan,20.0806,41.1111
United States of America,Emporia,-96.1932,38.4028
China,Encheng,112.3131,22.1879
Nigeria,Enugu,7.5111,6.4528
Germany,Eppelborn,6.9706,49.4022
Germany,Eppstein,8.4,50.1333
,Ercolano,14.35,40.8
Finland,Espoo,24.6556,60.2056
United States of America,Fairmount,-76.2485,43.0414
United States of America,Fairmount,-105.1711,39.7931
